accident_index,speed_limit,light_conditions,weather_conditions,road_surface_conditions,vehicle_type,junction_location,skidding_and_overturning,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,sex_of_driver,age_of_oldest_driver,accident_severity
2019230885219,30,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,50.0,serious
201906f261318,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,30.0,slight
2019010196649,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,27.0,serious
2019410841254,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,,slight
2019370825955,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019040850595,20,daylight,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,53.0,serious
2019500904822,70,darkness,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,57.0,fatal
2019440359123,70,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,25.0,fatal
2019136am1683,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,other points of impact,data missing or out of range,,slight
2019440038084,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,67.0,slight
2019301901050,30,daylight,fine,dry,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,64.0,slight
2019440030713,70,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,,fatal
201931b199119,30,daylight,other,wet or damp,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019430155735,50,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,80.0,slight
2019100848248,30,daylight,other,dry,at least one van,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,data missing or out of range,,serious
2019121900913,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,58.0,serious
2019010155446,20,darkness,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,51.0,serious
2019121901011,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,71.0,fatal
2019100812939,40,darkness,other,other,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,53.0,fatal
2019440149650,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,97.0,serious
2019010174181,30,daylight,other,wet or damp,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,43.0,slight
2019360912916,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,87.0,slight
2019010177218,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,46.0,serious
2019480912091,20,darkness,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,52.0,serious
2019010187381,20,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,48.0,serious
2019530892256,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,81.0,serious
2019500831097,30,darkness,fine,dry,at least one biped,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,59.0,serious
2019040914615,30,darkness,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,67.0,serious
2019070088128,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,42.0,fatal
2019301901602,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,38.0,serious
2019500889168,40,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,all males,70.0,serious
2019010207173,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,20.0,slight
201931d250019,30,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,51.0,serious
2019010190042,20,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,50.0,slight
20191367h0398,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,52.0,serious
2019010217705,30,darkness,fine,dry,at least one biped,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,at least one vehicle with frontal impact,all males,53.0,serious
2019430394335,50,darkness,fog or mist,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,57.0,fatal
2019360881488,70,daylight,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,all males,58.0,fatal
2019200918094,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,33.0,serious
2019331900054,30,daylight,other,wet or damp,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,24.0,serious
2019010186792,30,daylight,fine,dry,only cars,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,,slight
2019160868628,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,76.0,serious
201906g152183,20,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,64.0,serious
2019350833003,20,darkness,fine,dry,at least one biped,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,male and female,38.0,slight
2019070403205,50,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,67.0,slight
2019210811692,30,daylight,fine,dry,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,58.0,slight
2019970895104,60,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,62.0,fatal
2019010211042,30,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,31.0,serious
2019621900785,70,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,41.0,fatal
2019520904187,20,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,48.0,serious
2019210356055,30,daylight,fine,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,81.0,slight
2019010180316,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,serious
2019420844991,40,daylight,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,74.0,slight
2019220834945,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,65.0,fatal
2019350868600,30,daylight,other,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,75.0,slight
2019500809120,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,48.0,slight
2019070721643,30,daylight,other,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,75.0,slight
201t91ne02753,60,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,59.0,
2019551900498,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,fatal
2019970882066,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,25.0,serious
2019010188525,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,serious
2019200353963,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,82.0,fatal
2019521907469,40,darkness,fine,wet or damp,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,male and female,45.0,serious
2019410864298,30,daylight,fine,dry,at least one van,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,no impact,male and female,36.0,serious
2019520903285,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,38.0,slight
2019471900637,60,darkness,fine,dry,at least one van,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,38.0,fatal
2019160932150,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,data missing or out of range,,slight
2019010208912,30,daylight,other,wet or damp,only cars,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,,serious
201t140891399,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,,
2019200905505,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,51.0,serious
2019430368653,30,darkness,fine,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,32.0,serious
2019400832652,60,daylight,fine,wet or damp,at least one biped,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,45.0,serious
201960x182299,30,darkness,fine,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,49.0,slight
2019010226845,30,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,35.0,Slight
2019200861377,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,84.0,serious
2019010197113,20,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,33.0,serious
201963af03519,30,daylight,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,66.0,fatal
201997qb75603,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,fatal
2019350915891,50,daylight,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,56.0,slight
2019410843749,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,other points of impact,all males,70.0,slight
2019440241494,40,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,43.0,serious
2019010183049,30,daylight,fine,dry,only cars,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,at least one vehicle with frontal impact,data missing or out of range,,slight
2019921900017,20,darkness,fine,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,66.0,fatal
2019420810442,60,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,56.0,fatal
2019500810070,30,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,66.0,serious
2019220356192,30,darkness,fine,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,45.0,serious
2019470888069,30,darkness,other,wet or damp,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,56.0,serious
2019010169810,40,darkness,other,wet or damp,at least one biped,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,at least one vehicle with frontal impact,data missing or out of range,,serious
2019450846019,40,daylight,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,55.0,serious
2019010191515,30,daylight,fine,dry,biped and van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,47.0,fatal
2019360858667,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,74.0,slight
2019360903454,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all females,80.0,slight
2019220858159,30,darkness,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,19.0,serious
2019220913087,30,daylight,other,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,34.0,serious
2019010185357,30,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,45.0,serious
2019010197773,20,darkness,fine,dry,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,40.0,fatal
2019051911330,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,83.0,serious
2019521901247,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,60.0,slight
2019010181044,30,daylight,fine,dry,biped and van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,40.0,fatal
2019030831822,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,43.0,slight
2019440025895,40,daylight,fine,other,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,53.0,slight
2019420838445,50,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,30.0,fatal
2019100812915,30,daylight,fine,wet or damp,biped and van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,46.0,fatal
2019010180120,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,43.0,serious
2019350822367,30,darkness,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,,serious
2019040834052,20,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,68.0,fatal
2019140806028,30,darkness,other,dry,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,63.0,fatal
201963c080919,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,69.0,slight
2019460867828,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019010156849,30,darkness,fine,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,43.0,fatal
2019440362101,30,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,65.0,serious
2019051910694,30,daylight,data missing or out of range,data missing or out of range,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,data missing or out of range,,slight
2019941900087,70,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,66.0,fatal
2019961900108,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,22.0,serious
2019331900279,30,daylight,fine,dry,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,72.0,slight
201931c069319,30,daylight,fine,wet or damp,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,30.0,serious
2019040852718,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,32.0,slight
2019051912164,20,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,74.0,slight
2019410901043,70,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,33.0,fatal
2019450857382,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,83.0,slight
2019420906656,30,daylight,other,wet or damp,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,60.0,slight
2019010198125,30,daylight,fine,dry,at least one biped,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,,slight
2019010181773,30,daylight,fine,dry,at least one biped,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,at least one vehicle with frontal impact,data missing or out of range,,serious
2019010185797,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019450849672,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,male and female,74.0,fatal
2019320589443,60,daylight,fine,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,28.0,serious
2019136aj1630,30,darkness,fine,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,24.0,serious
2019350900172,60,daylight,fine,dry,at least one van,at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,48.0,fatal
2019040905780,50,daylight,fine,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,17.0,fatal
2019030824475,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,male and female,50.0,slight
2019520907264,30,daylight,data missing or out of range,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,serious
2019551900695,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,23.0,serious
2019410869572,40,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,48.0,slight
201t010200916,20,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,31.0,
201931a098019,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all females,34.0,slight
2019200895313,30,darkness,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,no impact,all males,75.0,fatal
2019030867573,70,darkness,fine,dry,at least one van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,41.0,fatal
2019420838372,30,daylight,fine,dry,at least one van,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,42.0,slight
2019200840857,40,daylight,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,34.0,serious
2019010215783,-1,darkness,other,wet or damp,at least one van,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,at least one vehicle with frontal impact,male and female,55.0,slight
2019030860143,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all females,31.0,slight
2019500919494,30,darkness,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,38.0,serious
2019010161940,20,darkness,other,wet or damp,only cars,at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,other points of impact,all females,70.0,serious
2019010187956,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
2019320183156,60,daylight,fine,dry,at least one biped,not at or within 20 metres of junction,no skidding or overturning,at least one vehicle leaving carriageway,none hit an object,other points of impact,all males,31.0,serious
20191367o1815,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,29.0,serious
20191361i1326,30,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,43.0,slight
2019040853469,40,darkness,fine,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,at least one vehicle with frontal impact,all males,41.0,slight
2019010167473,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,data missing or out of range,,slight
201t430088219,30,daylight,fine,dry,at least one biped,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,,
2019010189103,20,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,other points of impact,all males,37.0,slight
2019010158831,20,daylight,fine,dry,biped and van,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,32.0,slight
2019460835883,40,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,none hit an object,other points of impact,male and female,87.0,slight
201t522007562,40,darkness,other,wet or damp,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,,
2019546989319,30,daylight,fine,dry,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,37.0,slight
201963a034319,60,daylight,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,17.0,fatal
2019370933593,30,darkness,fine,wet or damp,only cars,not at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,41.0,fatal
201960x135497,60,darkness,other,wet or damp,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,at least one vehicle leaving carriageway,at least one vehicle hit an object,other points of impact,all males,52.0,fatal
2019010169297,30,daylight,fine,dry,only cars,at or within 20 metres of junction,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,,slight
2019010198891,20,daylight,fine,dry,only cars,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,data missing or out of range,all males,55.0,slight
2019521904735,30,darkness,fine,dry,only cars,not at or within 20 metres of junction,at least one vehicle skidded or overturned,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,male and female,53.0,fatal
2019500886379,30,daylight,fine,dry,only cars,at or within 20 metres of junction,no skidding or overturning,none leaving carriageway,none hit an object,at least one vehicle with frontal impact,all males,,slight
